theta,phi,B
3.951688872439991507e-02,2.755475120746354811e+00,9.403277880341757822e+00
3.951688872439991507e-02,2.773025917693783704e+00,9.459306102749845735e+00
3.951688872439991507e-02,2.790576714641212597e+00,9.510387520582201049e+00
3.951688872439991507e-02,2.808127511588641489e+00,9.556504466429666778e+00
3.951688872439991507e-02,2.825678308536070826e+00,9.597687079852072145e+00
3.951688872439991507e-02,2.843229105483499719e+00,9.634015248377783891e+00
3.951688872439991507e-02,2.860779902430928612e+00,9.665619782183187070e+00
3.951688872439991507e-02,2.878330699378357949e+00,9.692682567161973850e+00
3.951688872439991507e-02,2.895881496325786841e+00,9.715435465597183295e+00
3.951688872439991507e-02,2.913432293273215734e+00,9.734157777118456423e+00
3.951688872439991507e-02,2.930983090220644627e+00,9.749172133226329251e+00
3.951688872439991507e-02,2.948533887168073964e+00,9.760838773298402771e+00
3.951688872439991507e-02,2.966084684115502856e+00,9.769548234466745029e+00
3.951688872439991507e-02,2.983635481062931749e+00,9.775712577052493302e+00
3.951688872439991507e-02,3.001186278010360642e+00,9.779755355830378249e+00
3.951688872439991507e-02,3.018737074957789979e+00,9.782100629592822116e+00
3.951688872439991507e-02,3.036287871905218871e+00,9.783161371846309962e+00
3.951688872439991507e-02,3.053838668852647764e+00,9.783327699162171598e+00
3.951688872439991507e-02,3.071389465800076657e+00,9.782955366822610799e+00
3.951688872439991507e-02,3.088940262747505994e+00,9.782354991273569667e+00
3.951688872439991507e-02,3.106491059694934886e+00,9.781782444260132436e+00
3.951688872439991507e-02,3.124041856642363779e+00,9.781430824639402388e+00
3.951688872439991507e-02,3.141592653589793116e+00,9.781424352528834021e+00
7.903377744879983013e-02,0.000000000000000000e+00,9.781102494159144456e+00
7.903377744879983013e-02,1.755079694742901070e-02,9.781698218799176558e+00
7.903377744879983013e-02,3.510159389485802139e-02,9.782686043916307028e+00
7.903377744879983013e-02,5.265239084228703209e-02,9.783982970028304749e+00
7.903377744879983013e-02,7.020318778971604279e-02,9.785434936556102414e+00
7.903377744879983013e-02,8.775398473714504655e-02,9.786821971629688477e+00
7.903377744879983013e-02,1.053047816845740642e-01,9.787865350897382299e+00
7.903377744879983013e-02,1.228555786320030818e-01,9.788236442548475580e+00
7.903377744879983013e-02,1.404063755794320856e-01,9.787566850695400333e+00
7.903377744879983013e-02,1.579571725268610893e-01,9.785459426177013142e+00
7.903377744879983013e-02,1.755079694742900931e-01,9.781499694703429171e+00
7.903377744879983013e-02,1.930587664217191246e-01,9.775267257512163965e+00
7.903377744879983013e-02,2.106095633691481284e-01,9.766346748262906274e+00
7.903377744879983013e-02,2.281603603165771321e-01,9.754337979252785118e+00
7.903377744879983013e-02,2.457111572640061636e-01,9.738864976433530884e+00
7.903377744879983013e-02,2.632619542114351674e-01,9.719583681437088174e+00
7.903377744879983013e-02,2.808127511588641712e-01,9.696188184510962316e+00
7.903377744879983013e-02,2.983635481062931749e-01,9.668415439308287063e+00
7.903377744879983013e-02,3.159143450537221787e-01,9.636048493363027490e+00
7.903377744879983013e-02,3.334651420011511824e-01,9.598918341781988772e+00
7.903377744879983013e-02,3.510159389485801862e-01,9.556904571978583007e+00
7.903377744879983013e-02,3.685667358960092455e-01,9.509935011002124128e+00
7.903377744879983013e-02,3.861175328434382492e-01,9.457984612271907565e+00
7.903377744879983013e-02,4.036683297908672530e-01,9.401073824736265294e+00
7.903377744879983013e-02,4.212191267382962567e-01,9.339266675408422813e+00
7.903377744879983013e-02,4.387699236857252605e-01,9.272668767885702934e+00
7.903377744879983013e-02,4.563207206331542642e-01,9.201425357895011814e+00
