theta,phi,B
7.903377744879983013e-02,9.126414412663086395e-02,2.689159052088085478e+00
7.903377744879983013e-02,9.828446290560245713e-02,2.683691400131800187e+00
7.903377744879983013e-02,1.053047816845740642e-01,2.679117382341748232e+00
7.903377744879983013e-02,1.123251004635456712e-01,2.675885091297579788e+00
7.903377744879983013e-02,1.193454192425172783e-01,2.674317304795778671e+00
7.903377744879983013e-02,1.263657380214888715e-01,2.674573906067250206e+00
7.903377744879983013e-02,1.333860568004604785e-01,2.676633071377002349e+00
7.903377744879983013e-02,1.404063755794320856e-01,2.680293418660276483e+00
7.903377744879983013e-02,1.474266943584036926e-01,2.685196763943018983e+00
7.903377744879983013e-02,1.544470131373752997e-01,2.690868652599723188e+00
7.903377744879983013e-02,1.614673319163469067e-01,2.696771726192026541e+00
7.903377744879983013e-02,1.684876506953185138e-01,2.702365508561562546e+00
7.903377744879983013e-02,1.755079694742901208e-01,2.707165520822651938e+00
7.903377744879983013e-02,1.825282882532617279e-01,2.710794834739108428e+00
